X_ER,X_ER membrane,X_ER membrane-associated,ERGIC,Golgi,Golgi membrane,Golgi membrane-associated,Cis Golgi,Trans Golgi,Lysosome,Mitochondria,Plasma Membrane,Endosome,Peroxisome,Nucleus,Cytosol,ER,ER Lumen,ER high curvature ,ER high sheet,ER Membrane,ER Membrane-associated,ER Receptors
,,,,,,,,,,,SLC7A7,,,RAMAC,YTHDF2,,,,,,,
,,,,,,,,,,,SLC7A9,,,RAPGEF5,UCHL5,,,,,,,
,,,,,,,,,,,SLC8A1,,,RASL11A,UCHL5,,,,,,,
,,,,,,,,,,,SLC8A2,,,RAX,CD2AP,,,,,,,
,,,,,,,,,,,SLC9A3,,,RAX2,RBM8A,,,,,,,
,,,,,,,,,,,SLC9B1,,,RB1,ZNF706,,,,,,,
,,,,,,,,,,,SLC9C1,,,RBAK,ARFGEF2,,,,,,,
,,,,,,,,,,,SLCO1A2,,,RBBP4,ARFGEF1,,,,,,,
,,,,,,,,,,,SLCO1B1,,,RBBP5,STK24,,,,,,,
,,,,,,,,,,,SLCO1B3,,,RBBP7,IGF2BP2,,,,,,,
,,,,,,,,,,,SLCO1B7,,,RBBP8,NOSIP,,,,,,,
,,,,,,,,,,,SLCO1C1,,,RBIS,MACF1,,,,,,,
,,,,,,,,,,,SLCO2A1,,,RBL1,NISCH,,,,,,,
,,,,,,,,,,,SLCO2B1,,,RBL2,SIPA1L1,,,,,,,
,,,,,,,,,,,SLCO3A1,,,RBM10,AKR7A2,,,,,,,
,,,,,,,,,,,SLCO4A1,,,RBM11,AHCYL1,,,,,,,
,,,,,,,,,,,SLCO4C1,,,RBM12,IDH1,,,,,,,
,,,,,,,,,,,SLCO5A1,,,RBM15,RECQL4,,,,,,,
,,,,,,,,,,,SLCO6A1,,,RBM15B,CEP152,,,,,,,
,,,,,,,,,,,SLITRK2,,,RBM17,GAPDH,,,,,,,
,,,,,,,,,,,SLITRK4,,,RBM20,FH,,,,,,,
,,,,,,,,,,,SLITRK6,,,RBM23,IDE,,,,,,,
,,,,,,,,,,,SMIM1,,,RBM28,HK1,,,,,,,
,,,,,,,,,,,SMIM23,,,RBM34,MAOA,,,,,,,
,,,,,,,,,,,SMIM9,,,RBM39,PRDX6,,,,,,,
,,,,,,,,,,,SNAP23,,,RBM47,GPX4,,,,,,,
,,,,,,,,,,,SPAM1,,,RBM4B,ARF5,,,,,,,
,,,,,,,,,,,SPRN,,,RBM5,TUBB3,,,,,,,
,,,,,,,,,,,SSPN,,,RBM6,FXN,,,,,,,
,,,,,,,,,,,SSTR1,,,RBM7,GUK1,,,,,,,
,,,,,,,,,,,SSTR3,,,RBMS1,GUK1,,,,,,,
,,,,,,,,,,,SSTR4,,,RBMS2,TRMT5,,,,,,,
,,,,,,,,,,,SSTR5,,,RBMX,THEM4,,,,,,,
,,,,,,,,,,,STK10,,,RBMX2,PARG,,,,,,,
,,,,,,,,,,,STK32A,,,RBMXL1,FLAD1,,,,,,,
,,,,,,,,,,,STOML3,,,RBMXL2,AKAP10,,,,,,,
,,,,,,,,,,,STRA6,,,RBMY1A1,BCL2,,,,,,,
,,,,,,,,,,,STX4,,,RBMY1B,ALDH7A1,,,,,,,
,,,,,,,,,,,SUCNR1,,,RBMY1C,ABCA13,,,,,,,
,,,,,,,,,,,SUSD2,,,RBMY1D,NIT1,,,,,,,
,,,,,,,,,,,SUSD3,,,RBMY1E,ISOC2,,,,,,,
,,,,,,,,,,,SYT15,,,RBMY1F,PPP1R13B,,,,,,,
,,,,,,,,,,,TAAR1,,,RBPJL,PARK7,,,,,,,
,,,,,,,,,,,TAAR2,,,RCBTB1,ECSIT,,,,,,,
,,,,,,,,,,,TAAR3P,,,RCL1,TCHP,,,,,,,
,,,,,,,,,,,TAAR5,,,RCOR2,MECR,,,,,,,
,,,,,,,,,,,TAAR6,,,RCOR3,QTRT1,,,,,,,
,,,,,,,,,,,TAAR8,,,REC8,SIRT5,,,,,,,
,,,,,,,,,,,TAAR9,,,RECQL,PAK5,,,,,,,
,,,,,,,,,,,TACR1,,,REL,ARMCX3,,,,,,,
,,,,,,,,,,,TACR2,,,REPIN1,FBXL4,,,,,,,
,,,,,,,,,,,TACR3,,,RERE,TDRKH,,,,,,,
,,,,,,,,,,,TARM1,,,RESF1,PHB2,,,,,,,
,,,,,,,,,,,TAS1R1,,,REV1,CHCHD3,,,,,,,
,,,,,,,,,,,TAS1R2,,,REV3L,STOML2,,,,,,,
,,,,,,,,,,,TAS1R3,,,REXO1,SAMM50,,,,,,,
,,,,,,,,,,,TAS2R16,,,REXO4,HAX1,,,,,,,
,,,,,,,,,,,TAS2R4,,,RFC1,NIPSNAP2,,,,,,,
,,,,,,,,,,,TAS2R43,,,RFC2,LYPLA1,,,,,,,
,,,,,,,,,,,TAS2R46,,,RFC3,ETHE1,,,,,,,
,,,,,,,,,,,TBC1D3,,,RFC4,DLD,,,,,,,
,,,,,,,,,,,TBC1D30,,,RFC5,HK2,,,,,,,
,,,,,,,,,,,TBC1D3B,,,RFX1,HSCB,,,,,,,
,,,,,,,,,,,TBC1D3C,,,RFX3,MYO19,,,,,,,
,,,,,,,,,,,TBC1D3D,,,RFX4,VPS13A,,,,,,,
,,,,,,,,,,,TBC1D3E,,,RFX5,ACOT13,,,,,,,
,,,,,,,,,,,TBC1D3F,,,RFX6,ARMC1,,,,,,,
,,,,,,,,,,,TBC1D3G,,,RFX7,MTPAP,,,,,,,
,,,,,,,,,,,TBC1D3H,,,RFX8,MTPAP,,,,,,,
,,,,,,,,,,,TBC1D3I,,,RFXAP,NBDY,,,,,,,
,,,,,,,,,,,TBC1D3K,,,RHNO1,MEX3A,,,,,,,
,,,,,,,,,,,TBC1D3L,,,RHOXF1,TARSL2,,,,,,,
,,,,,,,,,,,TBXA2R,,,RHOXF2,DENND3,,,,,,,
,,,,,,,,,,,TCAF1,,,RHOXF2B,C5orf51,,,,,,,
,,,,,,,,,,,TCAF2,,,RING1,ZSWIM8,,,,,,,
,,,,,,,,,,,TDGF1P3,,,RIOX1,EFCAB7,,,,,,,
,,,,,,,,,,,TENM3,,,RIOX2,MCRIP1,,,,,,,
,,,,,,,,,,,TGFBR1,,,RIPPLY1,EML1,,,,,,,
,,,,,,,,,,,TGFBR2,,,RIPPLY2,MEIS2,,,,,,,
,,,,,,,,,,,THY1,,,RIPPLY3,TNPO2,,,,,,,
,,,,,,,,,,,TIE1,,,RLF,KIF3B,,,,,,,
,,,,,,,,,,,TIGIT,,,RLIM,ARHGEF11,,,,,,,
,,,,,,,,,,,TLCD1,,,RMI1,CHUK,,,,,,,
,,,,,,,,,,,TLCD2,,,RMI2,SMAD9,,,,,,,
,,,,,,,,,,,TLCD3A,,,RNASEH2A,POLR3G,,,,,,,
,,,,,,,,,,,TLR5,,,RNASEH2B,TP73,,,,,,,
,,,,,,,,,,,TM7SF3,,,RNASEH2C,PDPK1,,,,,,,
,,,,,,,,,,,TMC1,,,RNF113A,PER1,,,,,,,
,,,,,,,,,,,TMC2,,,RNF165,PJA2,,,,,,,
,,,,,,,,,,,TMEFF1,,,RNF168,SEPTIN4,,,,,,,
,,,,,,,,,,,TMEM102,,,RNF169,CCP110,,,,,,,
,,,,,,,,,,,TMEM106A,,,RNF2,MSI1,,,,,,,
,,,,,,,,,,,TMEM114,,,RNF20,RAD51C,,,,,,,
,,,,,,,,,,,TMEM117,,,RNF212,FOXO3,,,,,,,
,,,,,,,,,,,TMEM150A,,,RNF38,DNPH1,,,,,,,
,,,,,,,,,,,TMEM17,,,RNF40,PDE6D,,,,,,,
,,,,,,,,,,,TMEM170B,,,RNGTT,MCM3AP,,,,,,,
,,,,,,,,,,,TMEM204,,,RNMT,EVI5,,,,,,,
,,,,,,,,,,,TMEM219,,,RNPC3,CCNT2,,,,,,,
,,,,,,,,,,,TMEM231,,,RORA,DEPDC5,,,,,,,
,,,,,,,,,,,TMEM240,,,RORB,DEAF1,,,,,,,
,,,,,,,,,,,TMEM266,,,RORC,PRKRA,,,,,,,
,,,,,,,,,,,TMEM30B,,,RP9,CDK2AP2,,,,,,,
,,,,,,,,,,,TMEM88,,,RPA1,ATG12,,,,,,,
,,,,,,,,,,,TMIGD2,,,RPA2,WDR47,,,,,,,
,,,,,,,,,,,TMPRSS11B,,,RPA3,ELP1,,,,,,,
,,,,,,,,,,,TMPRSS5,,,RPA4,TDP2,,,,,,,
,,,,,,,,,,,TMPRSS6,,,RPAP1,STAMBP,,,,,,,
,,,,,,,,,,,TMPRSS7,,,RPF1,ESRRB,,,,,,,
,,,,,,,,,,,TMPRSS9,,,RPF2,ADA,,,,,,,
,,,,,,,,,,,TNFRSF10C,,,RPP14,RAF1,,,,,,,
,,,,,,,,,,,TNFRSF11A,,,RPP21,GSTP1,,,,,,,
,,,,,,,,,,,TNFRSF14,,,RPP25,UBC,,,,,,,
,,,,,,,,,,,TNFRSF21,,,RPP25L,SETSIP,,,,,,,
,,,,,,,,,,,TNFSF18,,,RPP30,CALM2,,,,,,,
,,,,,,,,,,,TPBG,,,RPP38,MAPT,,,,,,,
,,,,,,,,,,,TRA,,,RPP40,MAPT,,,,,,,
,,,,,,,,,,,TRABD2A,,,RPRD1B,MYH3,,,,,,,
,,,,,,,,,,,TRABD2B,,,RPS19,SRC,,,,,,,
,,,,,,,,,,,TRAC,,,RPS19BP1,DARS,,,,,,,
,,,,,,,,,,,TRAJ3,,,RPS6KA4,BRAF,,,,,,,
,,,,,,,,,,,TRAJ42,,,RREB1,HIVEP1,,,,,,,
,,,,,,,,,,,TRAT1,,,RRN3,CPE,,,,,,,
,,,,,,,,,,,TRAV1-1,,,RRP1,ATF7,,,,,,,
,,,,,,,,,,,TRAV1-2,,,RRP12,NFKB1,,,,,,,
,,,,,,,,,,,TRAV10,,,RRP36,RPS6KB1,,,,,,,
,,,,,,,,,,,TRAV12-1,,,RRP8,MCC,,,,,,,
,,,,,,,,,,,TRAV12-2,,,RRP9,ELAVL4,,,,,,,
,,,,,,,,,,,TRAV12-3,,,RRS1,ITPKB,,,,,,,
,,,,,,,,,,,TRAV13-1,,,RSBN1,ITPRID2,,,,,,,
,,,,,,,,,,,TRAV13-2,,,RSBN1L,GCA,,,,,,,
,,,,,,,,,,,TRAV14DV4,,,RSF1,ADSS2,,,,,,,
,,,,,,,,,,,TRAV16,,,RSL1D1,CORO1A,,,,,,,
,,,,,,,,,,,TRAV17,,,RSL24D1,AKT1,,,,,,,
,,,,,,,,,,,TRAV18,,,RTCA,INPP5B,,,,,,,
,,,,,,,,,,,TRAV19,,,RTEL1,ADD2,,,,,,,
,,,,,,,,,,,TRAV2,,,RTF1,PRPH,,,,,,,
,,,,,,,,,,,TRAV20,,,RTL3,GARS1,,,,,,,
,,,,,,,,,,,TRAV21,,,RUFY2,MAPK9,,,,,,,
,,,,,,,,,,,TRAV22,,,RUNX1,MAP2K4,,,,,,,
,,,,,,,,,,,TRAV23DV6,,,RUNX1T1,BRCC3,,,,,,,
,,,,,,,,,,,TRAV24,,,RUNX2,CDC34,,,,,,,
,,,,,,,,,,,TRAV25,,,S100PBP,PDLIM4,,,,,,,
,,,,,,,,,,,TRAV26-1,,,SAAL1,TUB,,,,,,,
,,,,,,,,,,,TRAV26-2,,,SAE1,AP3M2,,,,,,,
,,,,,,,,,,,TRAV27,,,SAFB,MAPK10,,,,,,,
,,,,,,,,,,,TRAV29DV5,,,SALL1,RARS,,,,,,,
,,,,,,,,,,,TRAV3,,,SALL2,AP1S2,,,,,,,
,,,,,,,,,,,TRAV30,,,SALL3,EIF6,,,,,,,
,,,,,,,,,,,TRAV34,,,SAMD11,PPP4C,,,,,,,
,,,,,,,,,,,TRAV35,,,SAMHD1,ARF3,,,,,,,
,,,,,,,,,,,TRAV36DV7,,,SAP130,RACK1,,,,,,,
,,,,,,,,,,,TRAV38-1,,,SAP30,MAP1A,,,,,,,
,,,,,,,,,,,TRAV38-2DV8,,,SAP30BP,GPSM2,,,,,,,
,,,,,,,,,,,TRAV39,,,SAP30L,HSF1,,,,,,,
,,,,,,,,,,,TRAV4,,,SARNP,FOXK2,,,,,,,
,,,,,,,,,,,TRAV40,,,SART1,FABP5,,,,,,,
,,,,,,,,,,,TRAV41,,,SATB1,PRKCE,,,,,,,
,,,,,,,,,,,TRAV5,,,SATB2,RASSF7,,,,,,,
,,,,,,,,,,,TRAV6,,,SCAF1,CREM,,,,,,,
,,,,,,,,,,,TRAV7,,,SCAF11,UBE3A,,,,,,,
,,,,,,,,,,,TRAV8-1,,,SCAF4,RNASEL,,,,,,,
,,,,,,,,,,,TRAV8-2,,,SCAF8,KIF1A,,,,,,,
,,,,,,,,,,,TRAV8-3,,,SCAND1,MAP4K2,,,,,,,
,,,,,,,,,,,TRAV8-4,,,SCAND2P,TIAM1,,,,,,,
,,,,,,,,,,,TRAV8-6,,,SCMH1,MLLT11,,,,,,,
,,,,,,,,,,,TRAV9-1,,,SCML1,STK4,,,,,,,
,,,,,,,,,,,TRAV9-2,,,SCML2,IFT88,,,,,,,
,,,,,,,,,,,TRB,,,SCML4,PAK1,,,,,,,
,,,,,,,,,,,TRBC1,,,SCNM1,PAK1,,,,,,,
,,,,,,,,,,,TRBC2,,,SCRT1,AP3B2,,,,,,,
,,,,,,,,,,,TRBD1,,,SCRT2,BIRC2,,,,,,,
,,,,,,,,,,,TRBJ1-1,,,SCX,CAMK2B,,,,,,,
,,,,,,,,,,,TRBJ1-2,,,SDAD1,DGKZ,,,,,,,
,,,,,,,,,,,TRBJ1-3,,,SDE2,FHL3,,,,,,,
,,,,,,,,,,,TRBJ1-4,,,SEBOX,TUBB2A,,,,,,,
,,,,,,,,,,,TRBJ1-5,,,SENP5,PRKG1,,,,,,,
,,,,,,,,,,,TRBJ1-6,,,SENP6,SEPTIN6,,,,,,,
,,,,,,,,,,,TRBJ2-1,,,SERTAD3,CRMP1,,,,,,,
,,,,,,,,,,,TRBJ2-2,,,SETBP1,DPYSL3,,,,,,,
,,,,,,,,,,,TRBJ2-3,,,SETD1A,FLNC,,,,,,,
,,,,,,,,,,,TRBJ2-4,,,SETD1B,LAGE3,,,,,,,
,,,,,,,,,,,TRBJ2-5,,,SETD2,NUMA1,,,,,,,
,,,,,,,,,,,TRBJ2-6,,,SETD5,CUL7,,,,,,,
,,,,,,,,,,,TRBJ2-7,,,SETD6,ABRAXAS2,,,,,,,
,,,,,,,,,,,TRBV10-1,,,SETD7,SETDB1,,,,,,,
,,,,,,,,,,,TRBV10-2,,,SETDB2,PEA15,,,,,,,
,,,,,,,,,,,TRBV10-3,,,SETMAR,PTPA,,,,,,,
,,,,,,,,,,,TRBV11-1,,,SF1,SHB,,,,,,,
,,,,,,,,,,,TRBV11-2,,,SF3A1,SIX1,,,,,,,
,,,,,,,,,,,TRBV11-3,,,SF3A2,HERC1,,,,,,,
,,,,,,,,,,,TRBV12-3,,,SF3A3,SMAD1,,,,,,,
,,,,,,,,,,,TRBV12-4,,,SF3B2,TBCC,,,,,,,
,,,,,,,,,,,TRBV12-5,,,SF3B3,MAPKAPK3,,,,,,,
,,,,,,,,,,,TRBV13,,,SF3B4,FSCN1,,,,,,,
,,,,,,,,,,,TRBV14,,,SF3B5,QRICH1,,,,,,,
,,,,,,,,,,,TRBV16,,,SF3B6,CHD9,,,,,,,
,,,,,,,,,,,TRBV18,,,SFMBT1,PUS10,,,,,,,
,,,,,,,,,,,TRBV19,,,SFMBT2,RABL6,,,,,,,
,,,,,,,,,,,TRBV2,,,SFR1,RIC1,,,,,,,
,,,,,,,,,,,TRBV20-1,,,SFSWAP,PLCH1,,,,,,,
,,,,,,,,,,,TRBV24-1,,,SGF29,DNAL1,,,,,,,
,,,,,,,,,,,TRBV25-1,,,SGO2,ARID4B,,,,,,,
,,,,,,,,,,,TRBV27,,,SH3BGRL2,CRTC2,,,,,,,
,,,,,,,,,,,TRBV28,,,SH3RF2,HIKESHI,,,,,,,
,,,,,,,,,,,TRBV29-1,,,SHLD2,DNAJC21,,,,,,,
,,,,,,,,,,,TRBV3-1,,,SHOX,EEF1AKMT2,,,,,,,
,,,,,,,,,,,TRBV30,,,SHOX2,PPP4R3B,,,,,,,
,,,,,,,,,,,TRBV4-1,,,SIM1,CEP85L,,,,,,,
,,,,,,,,,,,TRBV4-2,,,SIM2,DCAF12,,,,,,,
,,,,,,,,,,,TRBV4-3,,,SIN3A,INTS11,,,,,,,
,,,,,,,,,,,TRBV5-1,,,SIN3B,CPTP,,,,,,,
,,,,,,,,,,,TRBV5-4,,,SINHCAF,TUT4,,,,,,,
,,,,,,,,,,,TRBV5-5,,,SIRT6,CEP162,,,,,,,
,,,,,,,,,,,TRBV5-6,,,SIX2,MEX3C,,,,,,,
,,,,,,,,,,,TRBV5-8,,,SIX3,TUT7,,,,,,,
,,,,,,,,,,,TRBV6-1,,,SIX6,TENT4A,,,,,,,
,,,,,,,,,,,TRBV6-2,,,SKI,VIRMA,,,,,,,
,,,,,,,,,,,TRBV6-3,,,SKOR1,IQSEC1,,,,,,,
,,,,,,,,,,,TRBV6-4,,,SLF2,HMBOX1,,,,,,,
,,,,,,,,,,,TRBV6-5,,,SLFN11,ANKRD54,,,,,,,
,,,,,,,,,,,TRBV6-6,,,SLFN14,WDR73,,,,,,,
,,,,,,,,,,,TRBV6-8,,,SLTM,MEAK7,,,,,,,
,,,,,,,,,,,TRBV6-9,,,SLX1A; SLX1B,LRRC8B,,,,,,,
,,,,,,,,,,,TRBV7-2,,,SLX4,ULK3,,,,,,,
,,,,,,,,,,,TRBV7-4,,,SMAD6,SHQ1,,,,,,,
,,,,,,,,,,,TRBV7-6,,,SMARCA1,KLHDC10,,,,,,,
,,,,,,,,,,,TRBV7-7,,,SMARCA2,BRAT1,,,,,,,
,,,,,,,,,,,TRBV7-8,,,SMARCA4,TBPL2,,,,,,,
,,,,,,,,,,,TRBV7-9,,,SMARCA5,KLHL24,,,,,,,
,,,,,,,,,,,TRBV9,,,SMARCAD1,C6orf89,,,,,,,
,,,,,,,,,,,TRDC,,,SMARCAL1,RANBP10,,,,,,,
,,,,,,,,,,,TRDD1,,,SMARCB1,CEP128,,,,,,,
,,,,,,,,,,,TRDJ1,,,SMARCC2,ANKS3,,,,,,,
,,,,,,,,,,,TRDV1,,,SMARCD1,CENPU,,,,,,,
,,,,,,,,,,,TRDV2,,,SMARCD2,TUBA1A,,,,,,,
,,,,,,,,,,,TRDV3,,,SMARCD3,CBLL1,,,,,,,
,,,,,,,,,,,TREH,,,SMARCE1,SSH2,,,,,,,
,,,,,,,,,,,TREML2,,,SMC1A,RRM2B,,,,,,,
,,,,,,,,,,,TRGC1,,,SMC1B,CNTRL,,,,,,,
,,,,,,,,,,,TRGC2,,,SMC3,PRUNE1,,,,,,,
,,,,,,,,,,,TRGJ1,,,SMC5,RPAIN,,,,,,,
,,,,,,,,,,,TRGV2,,,SMC6,NAA40,,,,,,,
,,,,,,,,,,,TRGV3,,,SMNDC1,TMEM173,,,,,,,
,,,,,,,,,,,TRGV4,,,SMUG1,CIR1,,,,,,,
,,,,,,,,,,,TRGV5,,,SNAI3,GPSM1,,,,,,,
,,,,,,,,,,,TRGV8,,,SNAPC1,CCDC117,,,,,,,
,,,,,,,,,,,TRGV9,,,SNAPC2,CDAN1,,,,,,,
,,,,,,,,,,,TRHR,,,SNAPC3,SIRT2,,,,,,,
,,,,,,,,,,,TRPA1,,,SNAPC4,FAM126B,,,,,,,
,,,,,,,,,,,TRPC4,,,SNAPC5,SMYD4,,,,,,,
,,,,,,,,,,,TRPC5,,,SNIP1,KMT2E,,,,,,,
,,,,,,,,,,,TRPC6,,,SNRK,DCP1B,,,,,,,
,,,,,,,,,,,TRPM1,,,SNRNP200,PELP1,,,,,,,
,,,,,,,,,,,TRPM5,,,SNRNP25,WDFY3,,,,,,,
,,,,,,,,,,,TRPM6,,,SNRNP27,SIX5,,,,,,,
,,,,,,,,,,,TRPV1,,,SNRNP35,RYBP,,,,,,,
,,,,,,,,,,,TRPV5,,,SNRNP40,CARNMT1,,,,,,,
,,,,,,,,,,,TRPV6,,,SNRNP48,NGEF,,,,,,,
,,,,,,,,,,,TSHR,,,SNRNP70,COMMD1,,,,,,,
,,,,,,,,,,,TSPAN12,,,SNRPA,EEF1AKNMT,,,,,,,
,,,,,,,,,,,TSPAN14,,,SNRPA1,CEP112,,,,,,,
,,,,,,,,,,,TSPAN5,,,SNRPB2,UNC13C,,,,,,,
,,,,,,,,,,,TTYH1,,,SNRPC,NFATC2IP,,,,,,,
,,,,,,,,,,,TTYH2,,,SNRPGP15,CCNY,,,,,,,
,,,,,,,,,,,TTYH3,,,SNRPN,EHBP1,,,,,,,
,,,,,,,,,,,TXNDC15,,,SNU13,KBTBD8,,,,,,,
,,,,,,,,,,,TYRO3,,,SNURF,CEP76,,,,,,,
,,,,,,,,,,,TYROBP,,,SNW1,POC1B,,,,,,,
,,,,,,,,,,,UBL3,,,SON,ZFAND1,,,,,,,
,,,,,,,,,,,ULBP3,,,SOX1,BRSK1,,,,,,,
,,,,,,,,,,,UNC5A,,,SOX11,LRRC8C,,,,,,,
,,,,,,,,,,,UNC5B,,,SOX12,MICAL1,,,,,,,
,,,,,,,,,,,UNC5C,,,SOX13,DTD1,,,,,,,
,,,,,,,,,,,UNC5D,,,SOX14,RAPGEF6,,,,,,,
,,,,,,,,,,,UNC93A,,,SOX15,FNIP1,,,,,,,
,,,,,,,,,,,UTS2R,,,SOX17,SMAP2,,,,,,,
,,,,,,,,,,,VANGL1,,,SOX18,FAM172A,,,,,,,
,,,,,,,,,,,VANGL2,,,SOX2,FBLIM1,,,,,,,
,,,,,,,,,,,VIPR1,,,SOX21,TRIM41,,,,,,,
,,,,,,,,,,,VIPR2,,,SOX3,NUDCD2,,,,,,,
,,,,,,,,,,,VN1R1,,,SOX30,SKA2,,,,,,,
,,,,,,,,,,,VN1R17P,,,SOX4,MAP11,,,,,,,
,,,,,,,,,,,VN1R2,,,SOX5,WDR60,,,,,,,
,,,,,,,,,,,VN1R3,,,SOX6,CTTNBP2,,,,,,,
,,,,,,,,,,,VN1R4,,,SOX8,ELMO1,,,,,,,
,,,,,,,,,,,VN1R5,,,SOX9,TSC1,,,,,,,
,,,,,,,,,,,VNN1,,,SP110,SEPTIN8,,,,,,,
,,,,,,,,,,,VNN2,,,SP2,SORL1,,,,,,,
,,,,,,,,,,,VSIR,,,SP3,DPF2,,,,,,,
,,,,,,,,,,,VSTM5,,,SP4,KAT2A,,,,,,,
,,,,,,,,,,,VTCN1,,,SP5,KAT5,,,,,,,
,,,,,,,,,,,XCR1,,,SP6,UBE2E3,,,,,,,
,,,,,,,,,,,XG,,,SP7,MRTFA,,,,,,,
,,,,,,,,,,,XKR3,,,SP8,ALKBH8,,,,,,,
,,,,,,,,,,,XKR8,,,SP9,UPRT,,,,,,,
,,,,,,,,,,,XKRX,,,SPAG7,DCPS,,,,,,,
,,,,,,,,,,,XPNPEP2,,,SPATA4,SLC7A6OS,,,,,,,
,,,,,,,,,,,XPR1,,,SPATA46,NUDT16,,,,,,,
,,,,,,,,,,,ZACN,,,SPC24,ITPKC,,,,,,,
,,,,,,,,,,,ZAN,,,SPC25,FAM122A,,,,,,,
,,,,,,,,,,,ZDHHC5,,,SPDEF,ELP4,,,,,,,
,,,,,,,,,,,ZNRF3,,,SPDYA,UHRF1BP1L,,,,,,,
,,,,,,,,,,,,,,SPECC1,WDR34,,,,,,,
,,,,,,,,,,,,,,SPEG,MCRS1,,,,,,,
,,,,,,,,,,,,,,SPEN,CYFIP2,,,,,,,
,,,,,,,,,,,,,,SPI1,C5orf30,,,,,,,
,,,,,,,,,,,,,,SPIC,MASTL,,,,,,,
,,,,,,,,,,,,,,SPIDR,CCDC120,,,,,,,
,,,,,,,,,,,,,,SPIN1,AHCYL2,,,,,,,
,,,,,,,,,,,,,,SPIN2A,AJUBA,,,,,,,
,,,,,,,,,,,,,,SPIN2B,BOD1,,,,,,,
,,,,,,,,,,,,,,SPO11,CDK14,,,,,,,
,,,,,,,,,,,,,,SPOP,ATG7,,,,,,,
,,,,,,,,,,,,,,SPOPL,RPL10L,,,,,,,
,,,,,,,,,,,,,,SPRTN,IFT74,,,,,,,
,,,,,,,,,,,,,,SPTY2D1,VDR,,,,,,,
,,,,,,,,,,,,,,SRCAP,NSMCE3,,,,,,,
,,,,,,,,,,,,,,SREK1,SPATA33,,,,,,,
,,,,,,,,,,,,,,SRF,ENPP1,,,,,,,
,,,,,,,,,,,,,,SRRM1,MTMR9,,,,,,,
,,,,,,,,,,,,,,SRRM2,XPO6,,,,,,,
,,,,,,,,,,,,,,SRRM4,NACC1,,,,,,,
,,,,,,,,,,,,,,SRSF11,PASK,,,,,,,
,,,,,,,,,,,,,,SRSF12,RAB40C,,,,,,,
,,,,,,,,,,,,,,SRSF2,CRBN,,,,,,,
,,,,,,,,,,,,,,SRSF4,NIBAN2,,,,,,,
,,,,,,,,,,,,,,SRSF5,PAFAH2,,,,,,,
,,,,,,,,,,,,,,SRSF6,EYA3,,,,,,,
,,,,,,,,,,,,,,SRSF8,CFAP298,,,,,,,
,,,,,,,,,,,,,,SRSF9,DOK1,,,,,,,
,,,,,,,,,,,,,,SS18,CDK6,,,,,,,
,,,,,,,,,,,,,,SS18L1,SLF1,,,,,,,
,,,,,,,,,,,,,,SSB,NAA38,,,,,,,
,,,,,,,,,,,,,,SSBP2,PYM1,,,,,,,
,,,,,,,,,,,,,,SSBP3,LARP6,,,,,,,
,,,,,,,,,,,,,,SSBP4,MIEN1,,,,,,,
,,,,,,,,,,,,,,SSRP1,GINS4,,,,,,,
,,,,,,,,,,,,,,SSX2; SSX2B,WDR83,,,,,,,
,,,,,,,,,,,,,,ST18,ATG101,,,,,,,
,,,,,,,,,,,,,,STAG1,ANP32E,,,,,,,
,,,,,,,,,,,,,,STAG2,FSD1,,,,,,,
,,,,,,,,,,,,,,STAG3,MKNK1,,,,,,,
,,,,,,,,,,,,,,STAG3L1,MSTO1,,,,,,,
,,,,,,,,,,,,,,STAG3L2,PHF23,,,,,,,
,,,,,,,,,,,,,,STAG3L3,CEP135,,,,,,,
,,,,,,,,,,,,,,STK17A,KATNAL1,,,,,,,
,,,,,,,,,,,,,,STK19,BACH2,,,,,,,
,,,,,,,,,,,,,,STN1,HOMER1,,,,,,,
,,,,,,,,,,,,,,SUB1,PALM2,,,,,,,
,,,,,,,,,,,,,,SUDS3,CEP295,,,,,,,
,,,,,,,,,,,,,,SUGP1,ACTR6,,,,,,,
,,,,,,,,,,,,,,SUGP2,COMMD5,,,,,,,
,,,,,,,,,,,,,,SUMO1P1,KATNBL1,,,,,,,
,,,,,,,,,,,,,,SUMO2,CMTR2,,,,,,,
,,,,,,,,,,,,,,SUN1,ARL6,,,,,,,
,,,,,,,,,,,,,,SUN3,OSBPL2,,,,,,,
,,,,,,,,,,,,,,SUPT16H,MED28,,,,,,,
,,,,,,,,,,,,,,SUPT20H,SPTBN4,,,,,,,
,,,,,,,,,,,,,,SUPT3H,GAN,,,,,,,
,,,,,,,,,,,,,,SUPT4H1,CABLES1,,,,,,,
,,,,,,,,,,,,,,SUPT5H,TUBB1,,,,,,,
,,,,,,,,,,,,,,SUPT6H,RHOJ,,,,,,,
,,,,,,,,,,,,,,SUPT7L,ZCCHC4,,,,,,,
,,,,,,,,,,,,,,SURF6,KIFBP,,,,,,,
,,,,,,,,,,,,,,SUV39H1,ILRUN,,,,,,,
,,,,,,,,,,,,,,SUV39H2,BCAS3,,,,,,,
,,,,,,,,,,,,,,SUZ12,RANBP3,,,,,,,
,,,,,,,,,,,,,,SWI5,PEAK1,,,,,,,
,,,,,,,,,,,,,,SWSAP1,AAMDC,,,,,,,
,,,,,,,,,,,,,,SYCE1,UBE2Z,,,,,,,
